Year 1 (Fr),,,,
Year 2 (Soph),"HAVC LD
			regional
			requirement",HAVC 100A,"HAVC UD
			CHM course",
Year 2 (Soph),WRIT 2*,,,
Year 2 (Soph),,,,
Year 3 (Jr),"HAVC UD
			regional
			requirement","HAVC UD
			regional
			requirement","HAVC UD
			CHM course",
Year 3 (Jr),,,,
Year 3 (Jr),,,,
Year 4 (Sr),"HAVC UD
			CHM course","HAVC UD
			CHM course","HAVC UD
			(any region)",
Year 4 (Sr),HAVC seminar,,,
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Year 1 (Jr),"HAVC LD
			regional
			requirement",HAVC 100A,"HAVC LD
			regional
			requirement",
Year 1 (Jr),"HAVC LD
			regional
			requirement","HAVC LD
			regional
			requirement","HAVC UD
			regional
			requirement",
Year 1 (Jr),,,"HAVC UD
			CHM course",
Year 2 (Sr),"HAVC UD
			regional
			requirement","HAVC UD
			CHM course","HAVC UD
			CHM course",
Year 2 (Sr),"HAVC UD
			CHM course","HAVC UD
			(any region)",HAVC seminar,
2023-24,Human Biology B.S. (Discontinued),https://catalog.ucsc.edu/en/current/general-catalog/academic-units/physical-and-biological-sciences-division/molecular-cell-and-developmental-biology/human-biology-bs-discontinued
Sample Human Biology B.S. First-Year Student�Four-Year Planner
,Fall,Winter,Spring
1st (frosh),CHEM 1A,CHEM 1B & CHEM 1M,CHEM 1C & CHEM 1N
1st (frosh),MATH 11A,MATH 11B,BIOL 20A
1st (frosh),,,
2nd (soph),BIOE 20B,BIOL 100,BIOL 101
2nd (soph),BIOL 20L,CHEM 8B & CHEM 8M,BIOL 105
2nd (soph),CHEM 8A & CHEM 8L,,
3rd (junior),BIOL 110,SPAN 2,
3rd (junior),SPAN 1,PHYS 6A & PHYS 6L,SPAN 3
3rd (junior),"STAT 5 or
STAT 7 & STAT 7L",,"PHYS 6B or
PHYS 6C"
4th (senior),Upper-division elective,BIOL 130 & BIOL 130L,BIOL 189
4th (senior),SPAN 4,SPAN 5M,BIOL 189W
Sample Human Biology B.S. Transfer Two-Year Planner
,Fall,Winter,Spring
3rd (junior),BIOL 105,BIOL 100,BIOL 101
3rd (junior),,PHYS 6A & PHYS 6L,"PHYS 6B or
PHYS 6C
SPAN 3"
3rd (junior),SPAN 1,SPAN 2,
4th (senior),BIOL 110,BIOL 130 & BIOL 130L,Upper-division elective
4th (senior),Upper-division elective,SPAN 5M,BIOL 189
2023-24,Jewish Studies B.A.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/humanities-division/history/jewish-studies-ba
Sample Four Year Plan
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),Language 1,Language 2,Language 3,
1st (frosh),"HIS 74 or HIS 74A or
HIS 74B or LIT 61J",WRIT 1/WRIT 1E (if needed),HIS 75 or HIS 76,
1st (frosh),College 1,,,
2nd (soph),"Upper-division
			core course 1","Upper-division
			core course 2","Upper-division
			core course 3",
2nd (soph),WRIT 2*,,,
2nd (soph),,,,
3rd (junior),"Upper-division
			core course 4","Additional core or 
			elective 1 (classical requirement)",Upper-division additional core or elective 2,
3rd (junior),,,,
3rd (junior),,,,
4th (senior),Upper division additional core or elective 3,Upper division additional core or elective 4,Exit seminar or thesis (DC),
4th (senior),,,,
Sample Transfer Plan
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (junior),Language 1,Language 2,Language 3,
1st (junior),"HIS 74 or HIS 74A or
HIS 74B or LIT 61J","Upper-division
			core course",HIS 75 or HIS 76,
1st (junior),,"Additional core or
			elective 1 (classical requirement)","Upper-division
			core course 2",
2nd (senior),"Upper-division
			core course 3","Upper-division
			core course 4",Upper-division additional core or elective 4,
2nd (senior),Upper-division additional core or elective 2,Upper-division additional core or elective 3,Exit seminar or thesis (DC),
2023-24,Language Studies B.A.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/humanities-division/linguistics/language-studies-ba
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
"1st
(frosh)",College 1,WRIT 1/WRIT 1E (if needed),WRIT 2*,
"1st
(frosh)",LING 50,,,
"1st
(frosh)",,,,
2nd (soph),LING 53,LING 100,LING 101,
2nd (soph),Foreign language level 1,Foreign language level 2,Foreign language level 3,
2nd (soph),,,,
3rd (junior),Context 1XX upper-division elective,LING 111 or 112,Context 1XX upper-division elective,
3rd (junior),Foreign language level 4,Foreign language level 5,Foreign language level 6,
3rd (junior),,,,
4th (senior),,,LING 1XX capstone course or LING 195 Senior Thesis,
LING 1XX capstone course or LING 195 Senior Thesis,Context 1XX upper-division elective,"Context 1XX upper-division elective
or
			Foreign language 1XX upper-division language",LING 190 Senior Research**,
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (junior),LING 50,LING 100,LING 101,
1st (junior),LING 53,LING 111 or 112,Context 1XX upper-division elective,
1st (junior),Foreign language level 4,Foreign language level 5,Foreign language level 6,
2nd (senior),Context 1XX upper-division elective,,LING 1XX capstone course or LING 195 Senior Thesis,
LING 1XX capstone course or LING 195 Senior Thesis,,Context 1XX upper-division elective,LING 190 Senior Research*,
LING 190 Senior Research*,Foreign language 1XX upper-division language,"Context 1XX upper-division elective
or
			Foreign language 1XX upper-division language",Context 1XX upper-division elective,
LING 190 Senior Research*,,,,
2023-24,Latin American and Latino Studies B.A.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/social-sciences-division/latin-american-and-latino-studies/latin-american-and-latino-studies-ba
Four-Year Sample Planner for Frosh Students
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),LALS 1*,WRIT 1/WRIT 1E (if needed),LALS lower-division elective,
1st (frosh),,,,
1st (frosh),,,,
2nd (soph),LALS 100*,LALS 100B,LALS 100A/LALS 100L,
2nd (soph),WRIT 2**,,,
2nd (soph),,,,
3rd (jr),LALS upper-division elective,LALS upper-division elective,LALS 194/LALS 194L,
3rd (jr),LALS upper-division elective,LALS upper-division elective,,
3rd (jr),,,,
4th (sr),"Possible study abroad, research, or additional major or minor",,,
4th (sr),,,,
Two-Year Sample Planner for Transfer Students
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (jr),LALS 1*,LALS 100B,LALS 100A/LALS 100L,
1st (jr),LALS 100*,LALS lower-division elective,LALS upper-division elective,
1st (jr),,,,
2nd (sr),Possible study abroad / research,LALS upper-division elective,LALS 194/LALS 194L,
2nd (sr),,LALS upper-division elective,LALS upper-division elective,
Four-Year Sample Planner for Frosh Students
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),LALS 1*,LALS lower-division elective,LALS lower-division elective,
1st (frosh),College Core Course,WRIT 1/WRIT 1E (if needed),,
1st (frosh),Language preparation if needed,Lang prep if needed,Lang prep if needed,
1st (frosh),College 1,,,
2nd (soph),LALS 100*,LALS 100B,LALS 100A/LALS 100L,
2nd (soph),WRIT 2**,,,
2nd (soph),Lang prep if needed,Lang prep if needed,Lang prep if needed,
3rd (jr),LALS upper-division elective in target language,LALS upper-division elective,LALS upper-division elective,
3rd (jr),LALS upper-division elective,LALS upper-division elective,,
3rd (jr),,,,
4th (sr),LALS upper-division elective in target language,,LALS 194/LALS 194L,
4th (sr),Possible study abroad / research,,,
Two-Year Sample Planner for Transfer Students
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (jr),LALS 1*,LALS 100B,LALS 100A/LALS 100L,
1st (jr),LALS 100*,LALS lower-division elective,LALS lower-division elective,
1st (jr),Language preparation if needed,Lang prep if needed,Lang prep if needed,
2nd (sr),LALS upper-division elective in target language,LALS upper-division elective in target language,LALS 194/LALS 194L,
2nd (sr),LALS upper-division elective,LALS upper-division elective,LALS upper-division elective,
2023-24,Politics Combined B.A.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/social-sciences-division/latin-american-and-latino-studies/latin-american-and-latino-studiespolitics-combined-ba
Four-Year Sample Course Planner for Frosh Students
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),LALS 1 (ER),POLI lower-division elective,,
1st (frosh),College 1,WRIT 1/WRIT 1E (if needed),,
1st (frosh),,,,
2nd (soph),LALS 100 (ER),LALS 100B,LALS 100A/LALS 100L,
2nd (soph),WRIT 2**,,,
2nd (soph),,,,
3rd (junior),POLI upper-division core,POLI 140C,POLI upper-division core,
3rd (junior),LALS upper-division elective,POLI upper-division core,POLI upper-division elective,
3rd (junior),,,,
4th (senior),Possible study abroad / research,,LALS 194/LALS 194L*,
4th (senior),,,,
Two-Year Sample Course Planner for Transfer Students
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (junior),LALS 1 (ER),LALS 100B,LALS 100A/LALS 100L,
1st (junior),LALS 100 (ER),POLI 140C,POLI upper-division core,
1st (junior),,,,
2nd (senior),POLI upper-division core,POLI upper-division core,POLI upper-division elective,
2nd (senior),LALS upper-division elective,,LALS 194*,
2023-24,Sociology Combined B.A.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/social-sciences-division/latin-american-and-latino-studies/latin-american-and-latino-studiessociology-combined-ba
Sample Four-Year Planner for Frosh
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),LALS 1*,SOCY 10,SOCY 1,
1st (frosh),College 1,WRIT 1/WRIT 1E (if needed),,
1st (frosh),,,,
2nd (soph),LALS 100*,LALS 100B,LALS 100A/LALS 100L,
2nd (soph),WRIT 2**,,,
2nd (soph),,,,
3rd (junior),SOCY 105A,SOCY 105B,SOCY elective,
3rd (junior),LALS elective,SOCY elective,,
3rd (junior),,,,
4th (senior),"Possible study abroad, research,
			or additional major or minor",,LALS 194/LALS 194L,
4th (senior),,,,
Sample Two-Year Planner for Transfer Students
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (junior),LALS 1*,LALS 100B,LALS 100A/LALS 100L,
1st (junior),LALS 100*,SOCY 105A,SOCY 105B,
1st (junior),,,,
2nd (senior),SOCY elective,SOCY elective,LALS 194/LALS 194L,
2nd (senior),LALS elective,,,
2023-24,Legal Studies B.A.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/social-sciences-division/politics/legal-studies-ba
Four-Year Sample Course Planner for Frosh Students
Year,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),,LGST 10,Phil 9 or 22,
1st (frosh),,WRIT 1/WRIT 1E (if needed),,
1st (frosh),,,,
2nd (soph),LGST Core - Law & Society (LS),LGST Core - Theory (T),LGST  Core - Public Law & Institution (PLI),
2nd (soph),WRIT 2*,,POLI 160B/LGST 160B (Required),
2nd (soph),,,,
3rd (junior),"LGST Core (LS, PLI or T)",POLI 111A/LGST 111A (Required),,
3rd (junior),"LGST Core (LS, PLI or T)","LGST Core (LS, PLI or T)",,
3rd (junior),,,,
4th (senior),LGST 196 (Capstone),,,
4th (senior),,,,
Two-Year Sample Course Planner for Transfer Students
Year,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (junior),LGST 10,PHIL 9*,POLI 160B/LGST-160B (required),
1st (junior),LGST  Core - Public Law & Institution (PLI),LGST Core - Theory (T),LGST Core - Law & Society (LS),
1st (junior),,,,
2nd (senior),"LGST Core (LS, PLI or T)",LGST 196 (Senior Capstone),"LGST Core (LS, PLI or T)",
LGST 196 (Senior Capstone),"LGST Core (LS, PLI or T)",POLI 111A/LGST 111A (Required),,
2023-24,Linguistics B.A.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/humanities-division/linguistics/linguistics-ba
Year,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),College 1,WRIT 1/WRIT 1E (if needed),WRIT 2*,
1st (frosh),LING 50,,,
1st (frosh),,,,
2nd (soph),LING 53,LING 100,LING 101,
2nd (soph),Foreign language level 1,Foreign language level 2,Foreign language level 3,
2nd (soph),,,,
3rd (junior),LING 111 or 112,LING 116 or LING 1XX elective,LING 113 or LING 1XX elective,
3rd (junior),,,LING 171,
3rd (junior),Foreign language level 4,Foreign language level 5,,
4th (senior),LING 102 or LING 1XX elective,LING 1XX upper div elective,LING 190 Senior Research**,
Year,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
3rd  (junior),LING 50,LING 111 or 112,LING 101,
3rd  (junior),LING 53,LING 100,LING 171,
3rd  (junior),Foreign language level 1,Foreign language level 2,Foreign language level 3,
4th (senior),LING 102 or LING 1XX elective,LING 116 or LING 1XX elective,LING 113 or LING 1XX elective,
4th (senior),LING 1XX upper-div elective,LING 1XX upper-div elective,LING 1XX capstone course or LING 195 Senior Thesis,
2023-24,Literature B.A.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/humanities-division/literature/literature-ba
Four-Year Major Planner
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),"LIT 60/LIT 61
			or LIT 80/LIT 81","LIT 60/LIT 61
			or LIT 80/LIT 81 (optional)",WRIT 2,
1st (frosh),,WRIT 1/WRIT 1E (if needed),,
1st (frosh),,,,
2nd (soph),Upper-division LIT course,LIT 101 (if LIT 1 completed),Upper-division LIT course,
2nd (soph),Language Level 1,Language Level 2,Language Level 3,
2nd (soph),LIT 1,,,
3rd (junior),"Upper-division LIT course
			(global distribution
			requirement)",LIT 102,"Upper-division LIT course
			(poetry/poetics
			distribution requirement)",
3rd (junior),,,"Upper-division LIT course
			(pre-1750 distribution
			requirement)",
3rd (junior),,,,
4th (senior),"Upper-division LIT course
			(pre-1750 distribution
			requirement)","LIT 190
			(senior seminar)",Upper-division LIT course,
"LIT 190
			(senior seminar)",,,,
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
3rd (junior),"Upper-division LIT course
			(pre-1750 distribution
			requirement)",LIT 102,LIT 101,
3rd (junior),"Upper-division LIT course
			(poetry distribution
			requirement)","Upper-division LIT course
			(global distribution
			requirement)","Upper-division LIT course
			(pre-1750 distribution
			requirement)",
3rd (junior),,,,
4th (senior),Upper-division LIT course,LIT 190 (senior seminar),Upper-division LIT course,
LIT 190 (senior seminar),Upper-division LIT course,,,
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
3rd (junior),LIT 1,LIT 101,"Upper-division LIT course
			(poetry distribution
			requirement)",
3rd (junior),"LIT 60/LIT 61
			or LIT 80/LIT 81","Upper-division LIT course
			(pre-1750 distribution
			requirement)","Upper division LIT course
			(global distribution
			requirement)",
3rd (junior),Language Level 1,Language Level 2,Language Level 3,
4th (senior),"Upper-division LIT course
			(pre-1750 distribution
			requirement)",LIT 102,LIT 190 (senior seminar),
LIT 190 (senior seminar),Upper-division LIT course,Upper-division LIT course,Upper-division LIT course,
Four-Year Major Planner
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),"LIT 60/LIT 61
			or LIT 80/LIT 81","LIT 60/LIT 61
			or LIT 80/LIT 81 (optional)",WRIT 2,
1st (frosh),Language Level 1,Language Level 2,Language Level 3,
1st (frosh),,WRIT 1/WRIT 1E (if needed),,
2nd (soph),Upper-division LIT course (pre-1750 and poetry distribution requirements),LIT 101 (if LIT 1 completed),Upper-division LIT course (global distribution requirement),
2nd (soph),Language Level 4,Language Level 5,Language Level 6,
2nd (soph),LIT 1,,,
3rd (junior),"Upper-division LIT
			Language course",LIT 102,"Upper-division LIT
			Language course
			(pre-1750 distribution requirement)",
3rd (junior),,Upper-division LIT Language course,,
3rd (junior),,,,
4th (senior),"Upper-division LIT
			Language course",Upper-division LIT Language course,LIT 190 (senior seminar),
LIT 190 (senior seminar),,,,
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
3rd (junior),"Upper-division LIT course
			(pre-1750 and poetry
			distribution requirements)",LIT 102,LIT 101,
3rd (junior),,Upper-division LIT course (global distribution requirement),Upper-division LIT Language course,
3rd (junior),Language Level 4,Language Level 5,Language Level 6,
4th (senior),"Upper-division LIT
			Language course",Upper-division LIT Language course,"Upper-division LIT
			Language course",
4th (senior),"Upper-division LIT
			Language course
			(pre-1750 distribution requirement)",,LIT 190 (senior seminar),
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
3rd (junior),"Upper-division LIT
			Language course",LIT 102,LIT 101,
3rd (junior),,"Upper-division LIT
			Language course","Upper division LIT
			Language course",
3rd (junior),,,,
4th (senior),"Upper-division LIT
			Language course
			(pre-1750 distribution requirement)","Upper-division LIT
			Language course
			(poetry distribution requirement)","Upper-division LIT course
			(pre-1750 and global
			distribution requirements)",
4th (senior),Upper-division LIT course,LIT 190 (senior seminar),,
Four-Year Major Planner
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),"LIT 60/LIT 61
            or LIT 80/LIT 81","LIT 60/LIT 61
            or LIT 80/LIT 81 (optional)",WRIT 2,
1st (frosh),College 1,WRIT 1/WRIT 1E (if needed),,
1st (frosh),,,,
2nd (soph),LIT 1,LIT 101 (if LIT 1 completed),"Upper-division LIT course (pre-1750
            distribution requirement)",
2nd (soph),Language Level 1,Language Level 2,Language Level 3,
2nd (soph),,LIT 90 or LIT 90X,LIT 91A or LIT 91B*,
3rd (junior),"Upper-division LIT course
            (global distribution requirement)",LIT 102,"LIT 179A, LIT 179B, or LIT 179C",
3rd (junior),,"Upper-division LIT course
            (pre-1750 distribution requirement)","Upper-division LIT course
            (poetry/poetics
            distribution requirement)",
3rd (junior),,,,
4th (senior),"LIT 179A, LIT 179B,
            or LIT 179C","LIT 179A, LIT 179B,
            or LIT 179C","LIT 190V or LIT 190W
            (senior seminar)",
"LIT 190V or LIT 190W
            (senior seminar)",,,,
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
3rd (junior),"Upper-division LIT course
            (pre-1750 and poetry distribution requirements)",LIT 102,LIT 101,
3rd (junior),Upper-division LIT course,"Upper-division LIT course
            (global distribution requirement)","LIT 179A, LIT 179B,
            or LIT 179C",
3rd (junior),"LIT 90 or LIT 90X
            or LIT 91A or LIT 91B",,,
4th (senior),"LIT 179A, LIT 179B,
            or LIT 179C","LIT 179A, LIT 179B,
            or LIT 179C","LIT 190V or LIT 190W
            (senior seminar)",
"LIT 190V or LIT 190W
            (senior seminar)","Upper-division LIT course
            (pre-1750 distribution requirement)",,,
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
3rd (junior),LIT 1,LIT 60/61 or LIT 80/81,LIT 101,
3rd (junior),LIT 90,LIT 91A or LIT 91B*,"LIT 179A, LIT 179B,
            or LIT 179C",
3rd (junior),Language Level 1,Language Level 2,Language Level 3,
4th (senior),"Upper-division LIT course
            (pre-1750 distribution requirement)",LIT 102,"Upper-division LIT course
            (global distribution requirement)",
4th (senior),Upper-division LIT course,"Upper-division LIT course
            (pre-1750 and poetry
            distribution requirements)","LIT 190V or LIT 190W
            (senior seminar)",
2023-24,Marine Biology B.S.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/physical-and-biological-sciences-division/ecology-and-evolutionary-biology/marine-biology-bs
Sample Frosh Planner
Year,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),BIOE 20C,MATH 11A or MATH 19A,MATH 11B or MATH 19B,
1st (frosh),College 1,CHEM 3A,CHEM 3B & CHEM 3BL,
1st (frosh),,WRIT 1/WRIT 1E (if needed),,
2nd (soph),BIOL 20A,BIOE 20B,BIOL 105,
2nd (soph),CHEM 3C & CHEM 3CL,STAT 7 & STAT 7L,PHYS 6A & PHYS 6L,
2nd (soph),WRIT 2**,,,
3rd (junior),BIOE 109,BIOE 107 or BIOE 108,EEB general elective,
3rd (junior),PHYS 6B & 6M,Marine core,*MABI topical elective,
3rd (junior),,,,
4th (senior),BIOE 109,Marine environment core,EEB general elective,
4th (senior),*MABI topical elective,*MABI topical elective,EEB general elective,
Additional�Frosh sample planners�may be found on the EEB website.
Sample Transfer Planner
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
3rd (junior),BIOL 105,BIOE 107 or BIOE 108,BIOE 109,
3rd (junior),*MABI topical elective,*MABI topical elective,*MABI topical elective,
3rd (junior),STAT 7 & STAT 7L,,,
4th (senior),Marine core,Marine environment core,EEB general elective,
4th (senior),EEB general elective,EEB general elective,,
2023-24,Mathematics B.A.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/physical-and-biological-sciences-division/mathematics/mathematics-ba
Mathematics B.A.: Sample Freshmen Academic Plan Starting in MATH 19A or MATH 20A
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
1st (frosh),"MATH 19A
            or MATH 20A","MATH 19B
            or MATH 20B",MATH 23A,
1st (frosh),,,,
1st (frosh),,,,
2nd (soph),MATH 21,MATH 100,MATH 103A,
2nd (soph),MATH 23B,,,
2nd (soph),,,,
3rd (junior),MATH 24,MATH 110,MATH 128A,
3rd (junior),,,,
3rd (junior),,,,
4th (senior),Elective,Elective,"MATH 194
            or MATH 195",
4th (senior),,,Elective,
Mathematics B.A.: Sample Freshmen Academic Plan Starting in MATH 3
,Fall,Winter,Spring,Summer
Entering,,,,College 1T
Entering,,,,Summer Edge (optional)
1st (frosh),MATH 3,MATH 19A,MATH 19B,
1st (frosh),,,,
1st (frosh),,,,
2nd (soph),MATH 21,MATH 23B,MATH 103A,
2nd (soph),MATH 23A,MATH 100,,
2nd (soph),,,,
3rd (junior),MATH 24,MATH 110,MATH 128A,
3rd (junior),,,,
3rd (junior),,,,
4th (senior),Elective,Elective,"MATH 194
            or MATH 195",
4th (senior),,,Elective,
Mathematics B.A.: Sample Freshmen Academic Plan Starting in MATH 2
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
1st (frosh),MATH 2,MATH 3,MATH 19A,
1st (frosh),,,,
1st (frosh),,,,
2nd (soph),MATH 19B,MATH 21,MATH 23B,
2nd (soph),,MATH 23A,MATH 100,
2nd (soph),,,,
3rd (junior),MATH 24,MATH 103A,MATH 128A,
3rd (junior),MATH 110,,,
3rd (junior),,,,
4th (senior),Elective,Elective,"MATH 194
            or MATH 195",
4th (senior),,,Elective,
Mathematics B.A.: Sample Transfer Academic Plan
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1A
Entering,,,,Summer Edge (optional)
1st (junior),MATH 23B,MATH 110,MATH 103A,
1st (junior),MATH 100,,MATH 128A,
1st (junior),,,,
2nd (senior),MATH 24,Elective,"MATH 194
            or MATH 195",
2nd (senior),Elective,,Elective,
2023-24,Mathematics B.S.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/physical-and-biological-sciences-division/mathematics/mathematics-bs
Mathematics B.S.: Sample Freshmen Academic Plan Starting in MATH 19A
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
"1st
            (frosh)","MATH 19A
            or MATH 20A","MATH 19B
            or MATH 20B",MATH 21,
"1st
            (frosh)",College 1,WRIT 1/WRIT 1E (if needed),MATH 23A,
"1st
            (frosh)",,,,
"2nd
            (soph)",MATH 23B,MATH 24,MATH 103A,
"2nd
            (soph)",WRIT 2*,MATH 100,,
"2nd
            (soph)",,,,
3rd (jr),Elective,MATH 105A,Elective,
3rd (jr),,MATH 121A,,
3rd (jr),,,,
4th (sr),MATH 117,MATH 111A,"MATH 194
            or MATH 195",
4th (sr),,,Elective,
Mathematics B.S.: Sample Freshmen Academic Plan Starting in MATH 3
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
"1st
            (frosh)",MATH 3,MATH 19A,MATH 19B,
"1st
            (frosh)",,WRIT 1/WRIT 1E (if needed),,
"1st
            (frosh)",,,,
"2nd
            (soph)",MATH 21,MATH 23B,MATH 103A,
"2nd
            (soph)",MATH 23A,MATH 100,,
"2nd
            (soph)",WRIT 2*,,,
3rd (jr),Math 24,Math 105A,Elective,
3rd (jr),Math 124,Elective,,
3rd (jr),,,,
3rd (jr),,,,
4th (sr),MATH 117,MATH 111A,"MATH 194
            or MATH 195",
4th (sr),Elective,,,
Mathematics B.S.: Sample Freshmen Academic Plan Starting in MATH 2
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
"1st
            (frosh)",MATH 2,MATH 3,MATH 19A,
"1st
            (frosh)",,WRIT 1/WRIT 1E (if needed),,
"1st
            (frosh)",,,,
"2nd
            (soph)",MATH 19B,MATH 21,MATH 23B,
"2nd
            (soph)",WRIT 2*,MATH 23A,Math 100,
"2nd
            (soph)",,,,
3rd (jr),MATH 24,MATH 103A,Elective,
3rd (jr),Elective,,MATH 128A,
3rd (jr),,,,
4th (sr),MATH 105A,MATH 111A,"MATH 194
            or MATH 195",
4th (sr),Elective,,Math 117,
Mathematics B.S.: Sample Transfer Academic Plan
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (jr),MATH 23B,MATH 103A,MATH 128A,
1st (jr),MATH 100,Elective,Elective,
1st (jr),,,,
2nd (sr),MATH 24,MATH 105A,"MATH 194
            or MATH 195",
2023-24,Mathematics Education B.A.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/physical-and-biological-sciences-division/mathematics/mathematics-education-ba
Mathematics Education B.A.: Sample Freshmen Academic Plan Starting in MATH 19A or MATH 20A
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
"1st
			(frosh)","MATH 19A
			or MATH 20A","MATH 19B
			or MATH 20B",STAT 5,
"1st
			(frosh)",College 1,WRIT 1/WRIT 1E (if needed),MATH 23A,
"1st
			(frosh)",,,,
"2nd
			(soph)",MATH 21,MATH 100,MATH 128A,
"2nd
			(soph)",MATH 23B,,,
"2nd
			(soph)",WRIT 2*,,,
3rd (jr),MATH 110,MATH 181,MATH 111T,
3rd (jr),EDUC 50B,EDUC 100B,,
3rd (jr),,,,
4th (sr),STAT 131,"MATH 103A
			or MATH 105A",MATH 194,
4th (sr),,,,
Mathematics Education B.A.: Sample Freshmen Academic Plan Starting in MATH�3
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
"1st
			(frosh)",MATH 3,MATH 19A,STAT 5,
"1st
			(frosh)",,WRIT 1/WRIT 1E (if needed),MATH 19B,
"1st
			(frosh)",,,,
"2nd
			(soph)",MATH 21,MATH 23B,MATH 128A,
"2nd
			(soph)",MATH 23A,MATH 100,,
"2nd
			(soph)",WRIT 2*,,,
